"","ZCTA","year","month","type","crime_count"
"1828","68107",2021,"October","assault",51
"1829","68107",2021,"October","burglary",6
"1830","68107",2021,"October","criminal mischief",28
"1831","68107",2021,"October","other crimes",80
"1832","68107",2021,"October","theft",56
"1833","68107",2021,"November","assault",42
"1834","68107",2021,"November","burglary",6
"1835","68107",2021,"November","criminal mischief",24
"1836","68107",2021,"November","other crimes",64
"1837","68107",2021,"November","theft",50
"1838","68107",2021,"December","assault",30
"1839","68107",2021,"December","burglary",10
"1840","68107",2021,"December","criminal mischief",27
"1841","68107",2021,"December","other crimes",78
"1842","68107",2021,"December","theft",46
"1843","68107",2022,"January","assault",34
"1844","68107",2022,"January","burglary",3
"1845","68107",2022,"January","criminal mischief",29
"1846","68107",2022,"January","other crimes",65
"1847","68107",2022,"January","theft",77
"1848","68107",2022,"February","assault",38
"1849","68107",2022,"February","burglary",10
"1850","68107",2022,"February","criminal mischief",13
"1851","68107",2022,"February","other crimes",84
"1852","68107",2022,"February","theft",50
"1853","68107",2022,"March","assault",32
"1854","68107",2022,"March","burglary",2
"1855","68107",2022,"March","criminal mischief",21
"1856","68107",2022,"March","other crimes",65
"1857","68107",2022,"March","theft",56
"1858","68107",2022,"April","assault",51
"1859","68107",2022,"April","burglary",4
"1860","68107",2022,"April","criminal mischief",33
"1861","68107",2022,"April","other crimes",67
"1862","68107",2022,"April","theft",46
"1863","68107",2022,"May","assault",46
"1864","68107",2022,"May","burglary",10
"1865","68107",2022,"May","criminal mischief",27
"1866","68107",2022,"May","other crimes",64
"1867","68107",2022,"May","theft",60
"1868","68107",2022,"June","assault",39
"1869","68107",2022,"June","burglary",9
"1870","68107",2022,"June","criminal mischief",39
"1871","68107",2022,"June","other crimes",73
"1872","68107",2022,"June","theft",37
"1873","68107",2022,"July","assault",49
"1874","68107",2022,"July","burglary",7
"1875","68107",2022,"July","criminal mischief",34
"1876","68107",2022,"July","other crimes",58
"1877","68107",2022,"July","theft",35
"1878","68107",2022,"August","assault",48
"1879","68107",2022,"August","burglary",4
"1880","68107",2022,"August","criminal mischief",40
"1881","68107",2022,"August","other crimes",75
"1882","68107",2022,"August","theft",75
"1883","68107",2022,"September","assault",48
"1884","68107",2022,"September","burglary",7
"1885","68107",2022,"September","criminal mischief",25
"1886","68107",2022,"September","other crimes",84
"1887","68107",2022,"September","theft",48
"1888","68107",2022,"October","assault",1
"1889","68107",2022,"October","criminal mischief",1
"1890","68107",2022,"October","other crimes",2
"1891","68107",2022,"October","theft",2
"1892","68108",2018,"January","assault",21
"1893","68108",2018,"January","burglary",10
"1894","68108",2018,"January","criminal mischief",22
"1895","68108",2018,"January","other crimes",37
"1896","68108",2018,"January","theft",56
"1897","68108",2018,"February","assault",20
"1898","68108",2018,"February","burglary",4
"1899","68108",2018,"February","criminal mischief",21
"1900","68108",2018,"February","other crimes",31
"1901","68108",2018,"February","theft",47
"1902","68108",2018,"March","assault",22
"1903","68108",2018,"March","burglary",5
"1904","68108",2018,"March","criminal mischief",17
"1905","68108",2018,"March","other crimes",27
"1906","68108",2018,"March","theft",33
"1907","68108",2018,"April","assault",31
"1908","68108",2018,"April","burglary",3
"1909","68108",2018,"April","criminal mischief",22
"1910","68108",2018,"April","other crimes",34
"1911","68108",2018,"April","theft",38
"1912","68108",2018,"May","assault",24
"1913","68108",2018,"May","burglary",4
"1914","68108",2018,"May","criminal mischief",20
"1915","68108",2018,"May","other crimes",56
"1916","68108",2018,"May","theft",47
"1917","68108",2018,"June","assault",40
"1918","68108",2018,"June","burglary",6
"1919","68108",2018,"June","criminal mischief",35
"1920","68108",2018,"June","other crimes",34
"1921","68108",2018,"June","theft",47
"1922","68108",2018,"July","assault",29
"1923","68108",2018,"July","burglary",3
"1924","68108",2018,"July","criminal mischief",17
"1925","68108",2018,"July","other crimes",27
"1926","68108",2018,"July","theft",31
"1927","68108",2018,"August","assault",22
"1928","68108",2018,"August","burglary",2
"1929","68108",2018,"August","criminal mischief",14
"1930","68108",2018,"August","other crimes",32
"1931","68108",2018,"August","theft",40
"1932","68108",2018,"September","assault",18
"1933","68108",2018,"September","burglary",3
"1934","68108",2018,"September","criminal mischief",21
"1935","68108",2018,"September","other crimes",24
"1936","68108",2018,"September","theft",25
"1937","68108",2018,"October","assault",27
"1938","68108",2018,"October","burglary",2
"1939","68108",2018,"October","criminal mischief",29
"1940","68108",2018,"October","other crimes",22
"1941","68108",2018,"October","theft",47
"1942","68108",2018,"November","assault",14
"1943","68108",2018,"November","burglary",9
"1944","68108",2018,"November","criminal mischief",19
"1945","68108",2018,"November","other crimes",21
"1946","68108",2018,"November","theft",40
"1947","68108",2018,"December","assault",9
"1948","68108",2018,"December","burglary",2
"1949","68108",2018,"December","criminal mischief",8
"1950","68108",2018,"December","other crimes",21
"1951","68108",2018,"December","theft",33
"1952","68108",2019,"January","assault",18
"1953","68108",2019,"January","burglary",1
"1954","68108",2019,"January","criminal mischief",12
"1955","68108",2019,"January","other crimes",24
"1956","68108",2019,"January","theft",25
"1957","68108",2019,"February","assault",15
"1958","68108",2019,"February","criminal mischief",6
"1959","68108",2019,"February","other crimes",18
"1960","68108",2019,"February","theft",38
"1961","68108",2019,"March","assault",16
"1962","68108",2019,"March","burglary",3
"1963","68108",2019,"March","criminal mischief",17
"1964","68108",2019,"March","other crimes",29
"1965","68108",2019,"March","theft",37
"1966","68108",2019,"April","assault",18
"1967","68108",2019,"April","burglary",2
"1968","68108",2019,"April","criminal mischief",13
"1969","68108",2019,"April","other crimes",32
"1970","68108",2019,"April","theft",46
"1971","68108",2019,"May","assault",15
"1972","68108",2019,"May","burglary",7
"1973","68108",2019,"May","criminal mischief",18
"1974","68108",2019,"May","other crimes",40
"1975","68108",2019,"May","theft",50
"1976","68108",2019,"June","assault",18
"1977","68108",2019,"June","burglary",3
"1978","68108",2019,"June","criminal mischief",24
"1979","68108",2019,"June","other crimes",26
"1980","68108",2019,"June","theft",41
"1981","68108",2019,"July","assault",26
"1982","68108",2019,"July","burglary",5
"1983","68108",2019,"July","criminal mischief",20
"1984","68108",2019,"July","other crimes",31
"1985","68108",2019,"July","theft",28
"1986","68108",2019,"August","assault",24
"1987","68108",2019,"August","burglary",3
"1988","68108",2019,"August","criminal mischief",17
"1989","68108",2019,"August","other crimes",35
"1990","68108",2019,"August","theft",38
"1991","68108",2019,"September","assault",20
"1992","68108",2019,"September","burglary",1
"1993","68108",2019,"September","criminal mischief",15
"1994","68108",2019,"September","other crimes",30
"1995","68108",2019,"September","theft",51
"1996","68108",2019,"October","assault",20
"1997","68108",2019,"October","burglary",2
"1998","68108",2019,"October","criminal mischief",17
"1999","68108",2019,"October","other crimes",27
"2000","68108",2019,"October","theft",43
"2001","68108",2019,"November","assault",16
"2002","68108",2019,"November","burglary",6
"2003","68108",2019,"November","criminal mischief",17
"2004","68108",2019,"November","other crimes",36
"2005","68108",2019,"November","theft",49
"2006","68108",2019,"December","assault",18
"2007","68108",2019,"December","burglary",6
"2008","68108",2019,"December","criminal mischief",5
"2009","68108",2019,"December","other crimes",28
"2010","68108",2019,"December","theft",42
"2011","68108",2020,"January","assault",14
"2012","68108",2020,"January","burglary",5
"2013","68108",2020,"January","criminal mischief",13
"2014","68108",2020,"January","other crimes",26
"2015","68108",2020,"January","theft",37
"2016","68108",2020,"February","assault",13
"2017","68108",2020,"February","burglary",1
"2018","68108",2020,"February","criminal mischief",9
"2019","68108",2020,"February","other crimes",23
"2020","68108",2020,"February","theft",33
"2021","68108",2020,"March","assault",26
"2022","68108",2020,"March","burglary",3
"2023","68108",2020,"March","criminal mischief",19
"2024","68108",2020,"March","other crimes",21
"2025","68108",2020,"March","theft",36
"2026","68108",2020,"April","assault",15
"2027","68108",2020,"April","burglary",1
"2028","68108",2020,"April","criminal mischief",18
"2029","68108",2020,"April","other crimes",24
"2030","68108",2020,"April","theft",36
"2031","68108",2020,"May","assault",22
"2032","68108",2020,"May","burglary",2
"2033","68108",2020,"May","criminal mischief",26
"2034","68108",2020,"May","other crimes",34
"2035","68108",2020,"May","theft",24
"2036","68108",2020,"June","assault",17
"2037","68108",2020,"June","burglary",3
"2038","68108",2020,"June","criminal mischief",18
"2039","68108",2020,"June","other crimes",31
"2040","68108",2020,"June","theft",44
"2041","68108",2020,"July","assault",12
"2042","68108",2020,"July","burglary",3
"2043","68108",2020,"July","criminal mischief",13
"2044","68108",2020,"July","other crimes",23
"2045","68108",2020,"July","theft",34
"2046","68108",2020,"August","assault",32
"2047","68108",2020,"August","burglary",3
"2048","68108",2020,"August","criminal mischief",12
"2049","68108",2020,"August","other crimes",35
"2050","68108",2020,"August","theft",29
"2051","68108",2020,"September","assault",12
"2052","68108",2020,"September","burglary",3
"2053","68108",2020,"September","criminal mischief",15
"2054","68108",2020,"September","other crimes",34
"2055","68108",2020,"September","theft",28
"2056","68108",2020,"October","assault",21
"2057","68108",2020,"October","burglary",6
"2058","68108",2020,"October","criminal mischief",17
"2059","68108",2020,"October","other crimes",32
"2060","68108",2020,"October","theft",29
"2061","68108",2020,"November","assault",24
"2062","68108",2020,"November","burglary",4
"2063","68108",2020,"November","criminal mischief",20
"2064","68108",2020,"November","other crimes",24
"2065","68108",2020,"November","theft",33
"2066","68108",2020,"December","assault",11
"2067","68108",2020,"December","burglary",1
"2068","68108",2020,"December","criminal mischief",15
"2069","68108",2020,"December","other crimes",26
"2070","68108",2020,"December","theft",32
"2071","68108",2021,"January","assault",21
"2072","68108",2021,"January","burglary",7
"2073","68108",2021,"January","criminal mischief",13
"2074","68108",2021,"January","other crimes",35
"2075","68108",2021,"January","theft",39
"2076","68108",2021,"February","assault",26
"2077","68108",2021,"February","burglary",4
"2078","68108",2021,"February","criminal mischief",9
"2079","68108",2021,"February","other crimes",41
"2080","68108",2021,"February","theft",33
"2081","68108",2021,"March","assault",27
"2082","68108",2021,"March","burglary",9
"2083","68108",2021,"March","criminal mischief",18
"2084","68108",2021,"March","other crimes",51
"2085","68108",2021,"March","theft",38
"2086","68108",2021,"April","assault",16
"2087","68108",2021,"April","burglary",4
"2088","68108",2021,"April","criminal mischief",18
"2089","68108",2021,"April","other crimes",46
"2090","68108",2021,"April","theft",40
"2091","68108",2021,"May","assault",23
"2092","68108",2021,"May","burglary",1
"2093","68108",2021,"May","criminal mischief",12
"2094","68108",2021,"May","other crimes",41
"2095","68108",2021,"May","theft",43
"2096","68108",2021,"June","assault",27
"2097","68108",2021,"June","burglary",2
"2098","68108",2021,"June","criminal mischief",16
"2099","68108",2021,"June","other crimes",52
"2100","68108",2021,"June","theft",55
"2101","68108",2021,"July","assault",21
"2102","68108",2021,"July","burglary",3
"2103","68108",2021,"July","criminal mischief",17
"2104","68108",2021,"July","other crimes",46
"2105","68108",2021,"July","theft",47
"2106","68108",2021,"August","assault",27
"2107","68108",2021,"August","burglary",4
"2108","68108",2021,"August","criminal mischief",17
"2109","68108",2021,"August","other crimes",65
"2110","68108",2021,"August","theft",48
"2111","68108",2021,"September","assault",28
"2112","68108",2021,"September","burglary",4
"2113","68108",2021,"September","criminal mischief",26
"2114","68108",2021,"September","other crimes",36
"2115","68108",2021,"September","theft",68
"2116","68108",2021,"October","assault",23
"2117","68108",2021,"October","burglary",2
"2118","68108",2021,"October","criminal mischief",24
"2119","68108",2021,"October","other crimes",51
"2120","68108",2021,"October","theft",41
"2121","68108",2021,"November","assault",26
"2122","68108",2021,"November","burglary",1
"2123","68108",2021,"November","criminal mischief",28
"2124","68108",2021,"November","other crimes",35
"2125","68108",2021,"November","theft",55
"2126","68108",2021,"December","assault",23
"2127","68108",2021,"December","burglary",4
"2128","68108",2021,"December","criminal mischief",17
"2129","68108",2021,"December","other crimes",48
"2130","68108",2021,"December","theft",43
"2131","68108",2022,"January","assault",24
"2132","68108",2022,"January","burglary",4
"2133","68108",2022,"January","criminal mischief",20
"2134","68108",2022,"January","other crimes",56
"2135","68108",2022,"January","theft",44
"2136","68108",2022,"February","assault",14
"2137","68108",2022,"February","criminal mischief",20
"2138","68108",2022,"February","other crimes",50
"2139","68108",2022,"February","theft",38
"2140","68108",2022,"March","assault",19
"2141","68108",2022,"March","burglary",3
"2142","68108",2022,"March","criminal mischief",25
"2143","68108",2022,"March","other crimes",45
"2144","68108",2022,"March","theft",37
"2145","68108",2022,"April","assault",35
"2146","68108",2022,"April","burglary",3
"2147","68108",2022,"April","criminal mischief",20
"2148","68108",2022,"April","other crimes",43
"2149","68108",2022,"April","theft",49
"2150","68108",2022,"May","assault",42
"2151","68108",2022,"May","burglary",3
"2152","68108",2022,"May","criminal mischief",22
"2153","68108",2022,"May","other crimes",58
"2154","68108",2022,"May","theft",34
"2155","68108",2022,"June","assault",20
"2156","68108",2022,"June","burglary",1
"2157","68108",2022,"June","criminal mischief",14
"2158","68108",2022,"June","other crimes",59
"2159","68108",2022,"June","theft",47
"2160","68108",2022,"July","assault",20
"2161","68108",2022,"July","burglary",3
"2162","68108",2022,"July","criminal mischief",12
"2163","68108",2022,"July","other crimes",44
"2164","68108",2022,"July","theft",52
"2165","68108",2022,"August","assault",33
"2166","68108",2022,"August","burglary",2
"2167","68108",2022,"August","criminal mischief",23
"2168","68108",2022,"August","other crimes",60
"2169","68108",2022,"August","theft",68
"2170","68108",2022,"September","assault",32
"2171","68108",2022,"September","burglary",2
"2172","68108",2022,"September","criminal mischief",21
"2173","68108",2022,"September","other crimes",59
"2174","68108",2022,"September","theft",32
"2175","68108",2022,"October","criminal mischief",1
"2176","68108",2022,"October","other crimes",1
"2177","68108",2022,"October","theft",6
"2178","68110",2018,"January","assault",25
"2179","68110",2018,"January","burglary",9
"2180","68110",2018,"January","criminal mischief",15
"2181","68110",2018,"January","other crimes",38
"2182","68110",2018,"January","theft",32
"2183","68110",2018,"February","assault",40
"2184","68110",2018,"February","burglary",10
"2185","68110",2018,"February","criminal mischief",20
"2186","68110",2018,"February","other crimes",40
"2187","68110",2018,"February","theft",30
"2188","68110",2018,"March","assault",36
"2189","68110",2018,"March","burglary",13
"2190","68110",2018,"March","criminal mischief",16
"2191","68110",2018,"March","other crimes",41
"2192","68110",2018,"March","theft",32
"2193","68110",2018,"April","assault",30
"2194","68110",2018,"April","burglary",8
"2195","68110",2018,"April","criminal mischief",19
"2196","68110",2018,"April","other crimes",45
"2197","68110",2018,"April","theft",40
"2198","68110",2018,"May","assault",31
"2199","68110",2018,"May","burglary",7
"2200","68110",2018,"May","criminal mischief",18
"2201","68110",2018,"May","other crimes",60
"2202","68110",2018,"May","theft",46
"2203","68110",2018,"June","assault",29
"2204","68110",2018,"June","burglary",11
"2205","68110",2018,"June","criminal mischief",24
"2206","68110",2018,"June","other crimes",36
"2207","68110",2018,"June","theft",33
"2208","68110",2018,"July","assault",29
"2209","68110",2018,"July","burglary",7
"2210","68110",2018,"July","criminal mischief",15
"2211","68110",2018,"July","other crimes",29
"2212","68110",2018,"July","theft",17
"2213","68110",2018,"August","assault",32
"2214","68110",2018,"August","burglary",18
"2215","68110",2018,"August","criminal mischief",15
"2216","68110",2018,"August","other crimes",46
"2217","68110",2018,"August","theft",16
"2218","68110",2018,"September","assault",20
"2219","68110",2018,"September","burglary",4
"2220","68110",2018,"September","criminal mischief",18
"2221","68110",2018,"September","other crimes",31
"2222","68110",2018,"September","theft",33
"2223","68110",2018,"October","assault",28
"2224","68110",2018,"October","burglary",4
"2225","68110",2018,"October","criminal mischief",20
"2226","68110",2018,"October","other crimes",32
"2227","68110",2018,"October","theft",27
"2228","68110",2018,"November","assault",18
"2229","68110",2018,"November","burglary",3
"2230","68110",2018,"November","criminal mischief",6
"2231","68110",2018,"November","other crimes",29
"2232","68110",2018,"November","theft",16
"2233","68110",2018,"December","assault",8
"2234","68110",2018,"December","burglary",3
"2235","68110",2018,"December","criminal mischief",7
"2236","68110",2018,"December","other crimes",26
"2237","68110",2018,"December","theft",27
"2238","68110",2019,"January","assault",8
"2239","68110",2019,"January","burglary",3
"2240","68110",2019,"January","criminal mischief",14
"2241","68110",2019,"January","other crimes",30
"2242","68110",2019,"January","theft",35
"2243","68110",2019,"February","assault",17
"2244","68110",2019,"February","criminal mischief",6
"2245","68110",2019,"February","other crimes",25
"2246","68110",2019,"February","theft",25
"2247","68110",2019,"March","assault",19
"2248","68110",2019,"March","burglary",1
"2249","68110",2019,"March","criminal mischief",15
"2250","68110",2019,"March","other crimes",29
"2251","68110",2019,"March","theft",30
"2252","68110",2019,"April","assault",22
"2253","68110",2019,"April","burglary",2
"2254","68110",2019,"April","criminal mischief",12
"2255","68110",2019,"April","other crimes",33
"2256","68110",2019,"April","theft",23
"2257","68110",2019,"May","assault",18
"2258","68110",2019,"May","burglary",2
"2259","68110",2019,"May","criminal mischief",17
"2260","68110",2019,"May","other crimes",31
"2261","68110",2019,"May","theft",22
"2262","68110",2019,"June","assault",28
"2263","68110",2019,"June","burglary",2
"2264","68110",2019,"June","criminal mischief",18
"2265","68110",2019,"June","other crimes",20
"2266","68110",2019,"June","theft",26
"2267","68110",2019,"July","assault",33
"2268","68110",2019,"July","burglary",4
"2269","68110",2019,"July","criminal mischief",16
"2270","68110",2019,"July","other crimes",31
"2271","68110",2019,"July","theft",28
"2272","68110",2019,"August","assault",19
"2273","68110",2019,"August","burglary",5
"2274","68110",2019,"August","criminal mischief",14
"2275","68110",2019,"August","other crimes",29
"2276","68110",2019,"August","theft",24
"2277","68110",2019,"September","assault",29
"2278","68110",2019,"September","burglary",4
"2279","68110",2019,"September","criminal mischief",17
"2280","68110",2019,"September","other crimes",29
"2281","68110",2019,"September","theft",24
"2282","68110",2019,"October","assault",18
"2283","68110",2019,"October","burglary",1
"2284","68110",2019,"October","criminal mischief",11
"2285","68110",2019,"October","other crimes",34
"2286","68110",2019,"October","theft",20
"2287","68110",2019,"November","assault",26
"2288","68110",2019,"November","burglary",5
"2289","68110",2019,"November","criminal mischief",13
"2290","68110",2019,"November","other crimes",29
"2291","68110",2019,"November","theft",20
"2292","68110",2019,"December","assault",10
"2293","68110",2019,"December","burglary",1
"2294","68110",2019,"December","criminal mischief",12
"2295","68110",2019,"December","other crimes",19
"2296","68110",2019,"December","theft",14
"2297","68110",2020,"January","assault",21
"2298","68110",2020,"January","burglary",1
"2299","68110",2020,"January","criminal mischief",12
"2300","68110",2020,"January","other crimes",24
"2301","68110",2020,"January","theft",25
"2302","68110",2020,"February","assault",22
"2303","68110",2020,"February","burglary",2
"2304","68110",2020,"February","criminal mischief",9
"2305","68110",2020,"February","other crimes",23
"2306","68110",2020,"February","theft",21
"2307","68110",2020,"March","assault",23
"2308","68110",2020,"March","burglary",2
"2309","68110",2020,"March","criminal mischief",13
"2310","68110",2020,"March","other crimes",33
"2311","68110",2020,"March","theft",18
"2312","68110",2020,"April","assault",28
"2313","68110",2020,"April","burglary",1
"2314","68110",2020,"April","criminal mischief",16
"2315","68110",2020,"April","other crimes",34
"2316","68110",2020,"April","theft",13
"2317","68110",2020,"May","assault",20
"2318","68110",2020,"May","burglary",3
"2319","68110",2020,"May","criminal mischief",14
"2320","68110",2020,"May","other crimes",32
"2321","68110",2020,"May","theft",27
"2322","68110",2020,"June","assault",29
"2323","68110",2020,"June","burglary",5
"2324","68110",2020,"June","criminal mischief",20
"2325","68110",2020,"June","other crimes",32
"2326","68110",2020,"June","theft",13
"2327","68110",2020,"July","assault",30
"2328","68110",2020,"July","burglary",2
"2329","68110",2020,"July","criminal mischief",20
"2330","68110",2020,"July","other crimes",29
"2331","68110",2020,"July","theft",12
"2332","68110",2020,"August","assault",25
"2333","68110",2020,"August","burglary",5
"2334","68110",2020,"August","criminal mischief",16
"2335","68110",2020,"August","other crimes",36
"2336","68110",2020,"August","theft",22
"2337","68110",2020,"September","assault",26
"2338","68110",2020,"September","criminal mischief",14
"2339","68110",2020,"September","other crimes",27
"2340","68110",2020,"September","theft",11
"2341","68110",2020,"October","assault",25
"2342","68110",2020,"October","burglary",3
"2343","68110",2020,"October","criminal mischief",6
"2344","68110",2020,"October","other crimes",30
"2345","68110",2020,"October","theft",31
"2346","68110",2020,"November","assault",11
"2347","68110",2020,"November","burglary",1
"2348","68110",2020,"November","criminal mischief",12
"2349","68110",2020,"November","other crimes",35
"2350","68110",2020,"November","theft",18
"2351","68110",2020,"December","assault",16
"2352","68110",2020,"December","burglary",1
"2353","68110",2020,"December","criminal mischief",13
"2354","68110",2020,"December","other crimes",43
"2355","68110",2020,"December","theft",15
"2356","68110",2021,"January","assault",17
"2357","68110",2021,"January","burglary",5
"2358","68110",2021,"January","criminal mischief",9
"2359","68110",2021,"January","other crimes",33
"2360","68110",2021,"January","theft",22
"2361","68110",2021,"February","assault",18
"2362","68110",2021,"February","burglary",1
"2363","68110",2021,"February","criminal mischief",8
"2364","68110",2021,"February","other crimes",27
"2365","68110",2021,"February","theft",27
"2366","68110",2021,"March","assault",30
"2367","68110",2021,"March","burglary",1
"2368","68110",2021,"March","criminal mischief",25
"2369","68110",2021,"March","other crimes",50
"2370","68110",2021,"March","theft",33
"2371","68110",2021,"April","assault",22
"2372","68110",2021,"April","burglary",4
"2373","68110",2021,"April","criminal mischief",19
"2374","68110",2021,"April","other crimes",40
"2375","68110",2021,"April","theft",31
"2376","68110",2021,"May","assault",19
"2377","68110",2021,"May","criminal mischief",20
"2378","68110",2021,"May","other crimes",41
"2379","68110",2021,"May","theft",25
"2380","68110",2021,"June","assault",39
"2381","68110",2021,"June","burglary",2
"2382","68110",2021,"June","criminal mischief",22
"2383","68110",2021,"June","other crimes",46
"2384","68110",2021,"June","theft",44
"2385","68110",2021,"July","assault",44
"2386","68110",2021,"July","burglary",3
"2387","68110",2021,"July","criminal mischief",25
"2388","68110",2021,"July","other crimes",61
"2389","68110",2021,"July","theft",39
"2390","68110",2021,"August","assault",40
"2391","68110",2021,"August","burglary",6
"2392","68110",2021,"August","criminal mischief",21
"2393","68110",2021,"August","other crimes",55
"2394","68110",2021,"August","theft",43
"2395","68110",2021,"September","assault",25
"2396","68110",2021,"September","burglary",9
"2397","68110",2021,"September","criminal mischief",23
"2398","68110",2021,"September","other crimes",54
"2399","68110",2021,"September","theft",35
"2400","68110",2021,"October","assault",20
"2401","68110",2021,"October","burglary",9
"2402","68110",2021,"October","criminal mischief",25
"2403","68110",2021,"October","other crimes",44
"2404","68110",2021,"October","theft",34
"2405","68110",2021,"November","assault",21
"2406","68110",2021,"November","burglary",3
"2407","68110",2021,"November","criminal mischief",23
"2408","68110",2021,"November","other crimes",41
"2409","68110",2021,"November","theft",32
"2410","68110",2021,"December","assault",22
"2411","68110",2021,"December","burglary",6
"2412","68110",2021,"December","criminal mischief",16
"2413","68110",2021,"December","other crimes",38
"2414","68110",2021,"December","theft",28
"2415","68110",2022,"January","assault",24
"2416","68110",2022,"January","burglary",3
"2417","68110",2022,"January","criminal mischief",18
"2418","68110",2022,"January","other crimes",38
"2419","68110",2022,"January","theft",31
"2420","68110",2022,"February","assault",22
"2421","68110",2022,"February","burglary",2
"2422","68110",2022,"February","criminal mischief",23
"2423","68110",2022,"February","other crimes",64
"2424","68110",2022,"February","theft",22
"2425","68110",2022,"March","assault",29
"2426","68110",2022,"March","burglary",7
"2427","68110",2022,"March","criminal mischief",8
"2428","68110",2022,"March","other crimes",45
"2429","68110",2022,"March","theft",29
"2430","68110",2022,"April","assault",44
"2431","68110",2022,"April","burglary",2
"2432","68110",2022,"April","criminal mischief",25
"2433","68110",2022,"April","other crimes",72
"2434","68110",2022,"April","theft",30
"2435","68110",2022,"May","assault",33
"2436","68110",2022,"May","burglary",5
"2437","68110",2022,"May","criminal mischief",20
"2438","68110",2022,"May","other crimes",63
"2439","68110",2022,"May","theft",32
"2440","68110",2022,"June","assault",29
"2441","68110",2022,"June","burglary",5
"2442","68110",2022,"June","criminal mischief",21
"2443","68110",2022,"June","other crimes",40
"2444","68110",2022,"June","theft",37
"2445","68110",2022,"July","assault",26
"2446","68110",2022,"July","burglary",3
"2447","68110",2022,"July","criminal mischief",33
"2448","68110",2022,"July","other crimes",65
"2449","68110",2022,"July","theft",25
"2450","68110",2022,"August","assault",14
"2451","68110",2022,"August","burglary",1
"2452","68110",2022,"August","criminal mischief",21
"2453","68110",2022,"August","other crimes",45
"2454","68110",2022,"August","theft",40
"2455","68110",2022,"September","assault",22
"2456","68110",2022,"September","burglary",1
"2457","68110",2022,"September","criminal mischief",22
"2458","68110",2022,"September","other crimes",45
"2459","68110",2022,"September","theft",24
"2460","68110",2022,"October","assault",1
"2461","68110",2022,"October","burglary",1
"2462","68110",2022,"October","criminal mischief",2
"2463","68110",2022,"October","other crimes",3
"2464","68110",2022,"October","theft",1
"2465","68111",2018,"January","assault",67
"2466","68111",2018,"January","burglary",24
"2467","68111",2018,"January","criminal mischief",40
"2468","68111",2018,"January","other crimes",88
"2469","68111",2018,"January","theft",73
"2470","68111",2018,"February","assault",73
"2471","68111",2018,"February","burglary",10
"2472","68111",2018,"February","criminal mischief",26
"2473","68111",2018,"February","other crimes",96
"2474","68111",2018,"February","theft",69
"2475","68111",2018,"March","assault",79
"2476","68111",2018,"March","burglary",17
"2477","68111",2018,"March","criminal mischief",49
"2478","68111",2018,"March","other crimes",95
"2479","68111",2018,"March","theft",58
"2480","68111",2018,"April","assault",87
"2481","68111",2018,"April","burglary",18
"2482","68111",2018,"April","criminal mischief",46
"2483","68111",2018,"April","other crimes",97
"2484","68111",2018,"April","theft",89
"2485","68111",2018,"May","assault",125
"2486","68111",2018,"May","burglary",19
"2487","68111",2018,"May","criminal mischief",82
"2488","68111",2018,"May","other crimes",153
"2489","68111",2018,"May","theft",78
"2490","68111",2018,"June","assault",83
"2491","68111",2018,"June","burglary",15
"2492","68111",2018,"June","criminal mischief",55
"2493","68111",2018,"June","other crimes",123
"2494","68111",2018,"June","theft",82
"2495","68111",2018,"July","assault",73
"2496","68111",2018,"July","burglary",9
"2497","68111",2018,"July","criminal mischief",39
"2498","68111",2018,"July","other crimes",65
"2499","68111",2018,"July","theft",68
"2500","68111",2018,"August","assault",45
"2501","68111",2018,"August","burglary",21
"2502","68111",2018,"August","criminal mischief",46
"2503","68111",2018,"August","other crimes",84
"2504","68111",2018,"August","theft",53
"2505","68111",2018,"September","assault",71
"2506","68111",2018,"September","burglary",19
"2507","68111",2018,"September","criminal mischief",40
"2508","68111",2018,"September","other crimes",76
"2509","68111",2018,"September","theft",65
"2510","68111",2018,"October","assault",72
"2511","68111",2018,"October","burglary",18
"2512","68111",2018,"October","criminal mischief",45
"2513","68111",2018,"October","other crimes",68
"2514","68111",2018,"October","theft",75
"2515","68111",2018,"November","assault",60
"2516","68111",2018,"November","burglary",12
"2517","68111",2018,"November","criminal mischief",44
"2518","68111",2018,"November","other crimes",75
"2519","68111",2018,"November","theft",63
"2520","68111",2018,"December","assault",63
"2521","68111",2018,"December","burglary",12
"2522","68111",2018,"December","criminal mischief",33
"2523","68111",2018,"December","other crimes",86
"2524","68111",2018,"December","theft",35
"2525","68111",2019,"January","assault",54
"2526","68111",2019,"January","burglary",13
"2527","68111",2019,"January","criminal mischief",36
"2528","68111",2019,"January","other crimes",68
"2529","68111",2019,"January","theft",52
"2530","68111",2019,"February","assault",53
"2531","68111",2019,"February","burglary",7
"2532","68111",2019,"February","criminal mischief",24
"2533","68111",2019,"February","other crimes",57
"2534","68111",2019,"February","theft",48
"2535","68111",2019,"March","assault",53
"2536","68111",2019,"March","burglary",8
"2537","68111",2019,"March","criminal mischief",43
"2538","68111",2019,"March","other crimes",69
"2539","68111",2019,"March","theft",52
"2540","68111",2019,"April","assault",59
"2541","68111",2019,"April","burglary",3
"2542","68111",2019,"April","criminal mischief",42
"2543","68111",2019,"April","other crimes",67
"2544","68111",2019,"April","theft",62
"2545","68111",2019,"May","assault",76
"2546","68111",2019,"May","burglary",3
"2547","68111",2019,"May","criminal mischief",29
